track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track,year,month
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,UYB282201028,92,161.7,1692951462.0,209490.0,"88,591,675",78.0,1132539234.0,8795731.0,"1,212,100","196,608,777",2054826154.0,"56,677,146",99.0,"138,254",37,58.0,"5,211,955",65.0,"18,052,815","5,213","4,099,686","6,836,893",,0,2022,7
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413259,93,161.0,255076355.0,11500.0,"90,584,540",86.0,202206901.0,2596912.0,,"57,656,713",506476590.0,"273,521,596",67.0,"4,716",137,9.0,"423,666",44.0,"220,481","1,207","556,784","659,825",,0,2024,3
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,USSD12300307,94,158.2,275349653.0,37806.0,"22,826,643",70.0,347506860.0,1553295.0,"4,349,700","321,239,621",4767676439.0,"2,676,837,761",19.0,"23,875",96,37.0,"3,780,737",29.0,"5,101,044","5,276",,"1,245,874",,1,2023,7
La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,649404552.0,27544.0,"47,789,063",83.0,433839212.0,2750086.0,,"414,833",10603563.0,"1,795,939,912",29.0,"16,287",462,34.0,"16,509,806",26.0,"22,603,598","29,401",,"1,380,069",,0,2023,12
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,851085705.0,129047.0,"50,996,176",70.0,211810152.0,2461166.0,"3,502,547","955,272,568",8781020473.0,"806,434,641",162.0,"223,173","6,243",65.0,"8,655,684",130.0,"10,207,007","36,847","13,896,129","2,580,691",,1,2023,2
Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,1013350808.0,108036.0,"86,470,319",84.0,390677417.0,2521214.0,"402,338","97,819,766",887803828.0,"560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,"74,611,167","85,113","17,702,595","3,129,609",,1,2022,12
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,359803580.0,26065.0,"79,152,427",86.0,369321334.0,1839225.0,"720,800","74,164,945",874056250.0,"4,123,457,278",40.0,"16,952",69,63.0,"18,139,662",51.0,"20,058,510","7,289",,"1,002,835",,1,2023,12
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,509653100.0,66219.0,"67,521,533",,48045203.0,986278.0,"328,562","88,846,508",544437406.0,"1,561,456,615",80.0,"400,206",14,78.0,"9,341,155",39.0,"23,110,274","19,559",,"4,295,361",,1,2023,9
Prada,Prada,cassï¿,2023-08-11,GBCEN2300147,100,152.5,609699748.0,128498.0,"160,755,092",83.0,47611547.0,418343.0,"283,600","96,934,486",1090501901.0,"113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,"1,210,830","1,073","25,956,265",,,1,2023,8
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,5157486.0,470.0,"2,924,720",,1278618.0,27849.0,"1,100,000","261,000",3900000.0,,3.0,,,2.0,"39,366",,,,,"47,658",,0,2024,5
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,242070373.0,37170.0,"74,130,983",76.0,22907992.0,261664.0,"2,553,106","312,997,953",3832221658.0,"15,593,731",106.0,"370,635","5,999",69.0,"1,792,014",79.0,"84,425,715","30,713","670,026","2,219,984",,0,2023,8
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,478150858.0,73306.0,"51,842,133",78.0,113379734.0,1312763.0,"1,700,998","182,319,546",2111289492.0,"90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,"17,823,388","12,664","4,374,049","2,255,465",,1,2023,10
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,61382407.0,7240.0,"1,708,319",43.0,9977490.0,201210.0,"37,726,462","9,239,474",147837262.0,,15.0,"10,152",,5.0,"59,317",1.0,,,,"3,819,161",,0,2020,4
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,460156070.0,163449.0,"127,827,271",77.0,8183226.0,98257.0,"530,103","65,920,648",1032799567.0,"56,004,473",,"195,140",,102.0,"3,034,022",111.0,"1,132,923","1,312","9,451,176","9,279,625",,0,2023,6
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,251153869.0,16811.0,"92,985,554",76.0,66691067.0,961957.0,"102,884","34,572,688",431390500.0,"2,120,552,147",162.0,"180,711",57,127.0,"33,540,073",116.0,"10,305,245","3,796","776,717","2,047,771",,0,2024,2
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,205206688.0,28064.0,"84,737,651",84.0,39453253.0,672789.0,,,,"232,440,923",99.0,"3,432",45,41.0,"2,943,724",47.0,"5,897,303","4,527","7,571,301","900,933",,1,2024,3
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,32942304.0,1262.0,"26,204,483",74.0,57861795.0,1257935.0,,,,"29,510,774",37.0,290,6,5.0,"530,831",33.0,"21,869",48,"139,164","29,736",,0,2024,5
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,1911559785.0,317345.0,"87,765,033",78.0,441257231.0,4829633.0,"4,930,490","561,201,008",4574447121.0,"2,077,511",255.0,"296,948",181,138.0,"555,650",28.0,"295,741,432","633,414","168,458,097","11,988,760",,1,2019,12
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725.0,354831.0,"87,942,438",70.0,1003346208.0,16856186.0,"1,750,366","915,814,897",9558947943.0,"3,191,316,960",360.0,"245,228",925,109.0,"3,242,122",74.0,"75,167,268","96,430",,"12,693,846",,1,2021,7
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583.0,27654.0,"159,737,263",85.0,35008949.0,717214.0,,,,"39,149,568",107.0,"4,448",,158.0,"16,345,999",54.0,"39,577",482,"3,634,381","2,408,838",,0,2024,3
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585.0,73116.0,"58,391,498",80.0,107703759.0,768813.0,"354,036","74,258,021",924204888.0,"103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,"184,924,061","88,890","728,039","3,108,167",,0,2023,3
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972.0,22222.0,"13,870,528",80.0,389540239.0,4392933.0,,"22,950,364",296522040.0,"1,041,035,733",53.0,807,,18.0,"357,941",17.0,"537,267","1,928",,"1,069,500",,0,2024,1
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985.0,2311.0,"535,908",44.0,3120073.0,56276.0,"20,114,495","2,452,502,310",33870791454.0,,4.0,22,,4.0,"1,397",1.0,"21,564",81,,"249,823",,0,2022,3
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125.0,392082.0,"123,917,182",79.0,2763188773.0,19410390.0,"2,714,134","178,829,434",1597453878.0,"484,189,798",351.0,"273,683",,86.0,"809,352",99.0,"546,367,356","906,813",,"1,569,935",,0,2018,10
Hands,Hands,Dianï¿½,2022-08-01,GBKPL2205333,115,143.9,126914.0,8.0,212,1.0,2435813922.0,7208467.0,33,188,6415.0,"26,630,093",,658,,,,,,,,295,,0,2022,8
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427.0,21104.0,"154,253,718",87.0,38173339.0,349660.0,,,,"196,380,893",120.0,"158,378",360,103.0,"10,995,523",87.0,"11,441,987","7,496","166,254","745,798",,0,2024,2
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,,,,,39323383.0,44223.0,,,,,,,,,,,,,,,,0,2024,6
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762.0,335880.0,"89,243,475",81.0,4495059988.0,42240881.0,"5,745,117","453,132,709",5876458723.0,"276,194,776",226.0,"253,782",388,118.0,"1,138,425",71.0,"614,578,695","844,301","2,943,611","21,306,706",,0,2017,1
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930.0,183850.0,"58,397,185",77.0,357772653.0,2590835.0,"931,660","95,662,104",836550889.0,"3,934,416,606",150.0,"463,665","1,308",32.0,"399,388",69.0,"182,315,884","53,326","48,937,045","3,534,164",,1,2022,4
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345.0,128534.0,"31,725,858",81.0,97958347.0,1237197.0,"322,900","108,595,670",947194801.0,"259,363,238",46.0,"107,637",57,33.0,"1,423,258",40.0,"6,334,599","8,712","12,785,993","1,861,958",,1,2023,7
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738.0,28591.0,"30,905,957",72.0,406307035.0,809942.0,"1,900,606","68,341,852",872862858.0,"1,969,191,415",11.0,"1,754",,15.0,"8,391,160",1.0,"764,473","5,168",,"1,195,337",,1,2023,9
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244.0,223609.0,"49,586,777",71.0,231229581.0,2756840.0,"1,610,614","624,748,318",6890780336.0,"3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,"117,451,442","40,907","24,111,168","4,244,972",,1,2022,4
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786.0,129923.0,"93,969,186",86.0,125203447.0,1990342.0,"22,100","13,787,343",107398826.0,"244,390,161",87.0,"37,314",361,46.0,"2,137,898",38.0,"3,029,375","6,510","14,942,955","1,839,283",,1,2023,7
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988.0,545.0,"1,054,122",40.0,1577017938.0,9304666.0,,,,"2,651,764,724",,25,,,,,"5,260",,,,,1,2023,3
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886.0,5.0,"5,973",1.0,,,,,,,,,,,,,,,,,,0,2024,6
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145.0,212406.0,"160,444,270",83.0,409785349.0,3326477.0,"247,865","155,593,087",1825552705.0,"2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,"152,770,142","49,622",,"9,091,826",,0,2022,5
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949.0,23959.0,"34,805,394",78.0,509727241.0,2202866.0,"1,223,804","46,080,266",782582119.0,"1,337,889,706",56.0,"60,758",959,29.0,"3,457,921",38.0,"38,214,505","9,932","62,622","865,444",,0,2023,8
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635.0,"18,765",16.0,2156140830.0,,9,422,4484.0,"1,318,392",,29,,,,,"1,132",,,208,,0,2022,8
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,302486.0,"82,611,625",76.0,747126783.0,10795292.0,"2,467,227","160,756,733",1768836179.0,"2,069,527,154",329.0,"931,316","1,897",273.0,"3,821,598",85.0,"240,562,062","131,540","40,756,476","10,228,436",,1,2020,7
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619.0,"51,186,002",74.0,2638957320.0,62311179.0,"3,098,499","662,794,945",5063720138.0,"2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,,,,"7,896,781",,0,2020,8
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327.0,3.0,8,,,,"4,200,000","3,646,489",73318253.0,,,,,,,,,,,522,,0,2023,12
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,338763.0,"160,553,919",82.0,2153701892.0,20891433.0,"1,940,473","212,007,614",2161032034.0,"2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,"427,212,257","357,540",,"29,266,297",,0,2018,11
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195.0,23091.0,"12,233,221",64.0,363082908.0,5135848.0,"4,897,595","104,580,759",1551501289.0,"150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,"23,525,446","4,705",,"623,446",,0,2023,5
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,74295.0,"89,509,926",77.0,221078988.0,2557839.0,"4,687,520","1,252,326,407",15247253457.0,"718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,"81,828,913","36,462",,"3,086,624",,0,2022,10
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351.0,"43,395",34.0,1022331.0,22739.0,"7,702,832","90,289,248",1272592848.0,,,,,,,,,,,"50,550",,0,2023,6
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62.0,"1,433,870",,54330074.0,801621.0,,,,,,,,,,10.0,,,,"5,620",,0,2024,5
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,90793.0,"87,801,398",18.0,113450524.0,2108657.0,"394,640","152,624,014",1448207880.0,"1,111,017,294",173.0,"161,513",93,61.0,"5,239,925",128.0,"28,318,435","67,590","4,296,515","4,872,257",,1,2023,6
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128.5,37157630.0,2052.0,"30,387,641",74.0,63418833.0,427441.0,"1,600,000","853,176",8850449.0,"149,589,609",11.0,190,,32.0,"8,460,458",11.0,,,,"42,895",,0,2024,3
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428.0,92.0,"15,747",3.0,2123978358.0,5670850.0,111,"102,828",735317.0,,,46,,,,,,,,,,0,2022,8
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,121823.0,"45,030,006",74.0,305998382.0,2647341.0,"3,168,854","243,797,561",3233505931.0,"704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,"9,017,480","11,289","8,026,553","6,121,126",,1,2022,12
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,,1.0,47,,,,"3,528,100","37,591,836",688302023.0,,,,,,,,,,,,,1,2024,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,10537.0,"11,716,074",,944314.0,17943.0,"1,300,000","182,937,084",1542242100.0,,13.0,,2,,,8.0,"684,557","1,079",,"1,597,467",,1,2024,3
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,10564.0,"180,987,712",84.0,9134225.0,124326.0,"299,000","4,419,373",79796400.0,"3,117,914",87.0,"86,814",159,128.0,"35,099,280",133.0,"4,503,872",442,"422,718",,,0,2024,4
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5.0,"5,100",1.0,1538564650.0,2066653.0,,,,,,174,,,,,,,,"1,178",,0,2023,2
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,156941.0,"97,122,096",81.0,798827877.0,3379928.0,"1,614,275","209,367,923",2596777974.0,"420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,"47,203,290","19,769",,"4,817,885",,0,2022,5
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757.0,1972.0,"488,653",44.0,48533758.0,399664.0,"8,800,000","256,186,613",3985974550.0,"6,879,573",1.0,373,,,,,,,,"220,198",,0,2023,4
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719.0,"97,390,961",74.0,1019256266.0,10280320.0,"1,404,274","502,778,982",4702037810.0,"2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,"92,111,798","90,598",,"7,848,760",,1,2021,3
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,270230.0,"143,953,432",78.0,1201600884.0,10239198.0,"4,725,570","414,013,363",3535661993.0,"2,374,637,534",581.0,"999,941",954,632.0,"4,254,903",118.0,"313,923,242","99,949",,"13,421,701",,0,2019,10
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305.0,339306.0,"75,858,140",78.0,987143411.0,9384427.0,"1,900,813","44,442,433",338071383.0,"274,498,079",153.0,"69,562",132,54.0,"442,640",36.0,"259,400,789","552,552","257,459,352","9,308,937",,1,2018,5
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026.0,"64,847,502",76.0,1229843060.0,5870729.0,"1,300,337","251,445,963",2829294043.0,"763,687,717",115.0,"130,158",688,75.0,"7,349,218",90.0,"92,136,339","29,371",,"3,397,861",,0,2022,4
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696.0,171255.0,"53,040,559",72.0,1329826741.0,15965491.0,"8,470,921","1,183,499,351",9539547626.0,"181,452,145",222.0,"91,249",306,94.0,"249,116",50.0,"184,950,173","397,731",,"4,618,794",,1,2020,8
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035.0,3407.0,"35,428,519",81.0,100148771.0,2531168.0,"99,900","46,645,177",366905484.0,"24,981,456",27.0,"1,861",51,2.0,"151,901",20.0,"63,300",98,,"173,263",,0,2024,4
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127.0,8696.0,"36,774,031",86.0,41492122.0,1034563.0,,,,"166,330,702",38.0,"1,488",,16.0,"1,504,365",60.0,"3,065,493","2,302","2,401,049","283,217",,1,2024,5
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285.0,2.0,"2,190",2.0,,,,,,,,,,,,,,,,,,0,2024,6
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134.0,54950.0,"91,343,768",80.0,397523735.0,10125293.0,"341,522","114,990,786",761760624.0,"1,800,517,153",86.0,"23,714",861,54.0,"5,286,388",56.0,"6,442,882","4,352",,"2,310,409",,1,2023,7
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059.0,107189.0,"61,174,155",79.0,141852059.0,567295.0,"285,414","61,112,010",811685466.0,"182,412,108",106.0,"18,364","1,846",7.0,"33,712",38.0,"307,115,852","200,650","13,022,144","2,665,347",,1,2023,1
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121.2,532012790.0,22396.0,"130,752,527",85.0,13119247.0,218957.0,,,,,235.0,"6,952",,85.0,"25,307,005",108.0,,,"119,813","2,580,089",,0,2024,3
Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538.0,271758.0,"62,218,811",74.0,958790883.0,7686994.0,"1,036,355","225,139,300",2658904267.0,"3,526,952,174",454.0,"1,347,725","1,035",352.0,"7,318,680",136.0,"269,834,154","88,143","17,144,484","15,886,717",,0,2020,1
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160,120.7,850810162.0,56104.0,"79,334,561",82.0,258553384.0,1174349.0,"1,167,300","58,820,722",717259721.0,"590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,"32,210,732","12,492",,"1,537,093",,1,2023,8
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120.1,1312168384.0,248793.0,"50,068,571",75.0,993324548.0,9537455.0,"1,503,567","369,280,607",3350704343.0,"2,421,128,623",308.0,"557,867",309,120.0,"1,553,392",103.0,"149,304,590","91,366",,"10,288,388",,0,2021,3
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162,119.5,548408.0,130.0,"20,518",24.0,1356336.0,17701.0,"18,000,000","334,009,036",7041708832.0,,1.0,,,,,,,,,"69,763",,0,2022,1
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056.0,309421.0,"72,787,213",79.0,773591065.0,11098007.0,"1,893,481","1,080,682,523",8186754429.0,"2,285,796,743",355.0,"4,835","1,283",98.0,"1,610,293",102.0,"119,030,447","170,032","19,263,268",,,1,2021,5
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300.0,296739.0,"113,315,017",76.0,1779243626.0,26239833.0,"3,774,645","177,247,662",1409756969.0,"2,066,888,119",432.0,"353,076","1,024",258.0,"3,123,258",174.0,"229,833,113","534,958",,"18,994,040",,0,2019,3
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165,117.6,2738293818.0,251033.0,"108,433,327",74.0,2372399124.0,26919886.0,"5,815,851","140,938,643",1859977153.0,"2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",,0,2018,5
DESPECHï¿,DESPECHï¿,ROSALï¿½,2022-07-28,USSM12207207,166,116.9,1003487432.0,126402.0,"88,024,543",73.0,621874255.0,2859234.0,"2,409,247","476,447,290",6208638113.0,"672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",,1,2022,7
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167,116.7,1638836101.0,272933.0,"50,425,049",70.0,1170441361.0,13667470.0,"5,241,838","364,560,431",3869815694.0,"201,859,518",216.0,"298,661",62,98.0,"1,699,879",47.0,"245,618,280","272,002",,"7,646,337",,1,2020,4
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168,116.6,372423476.0,44730.0,"21,933,393",71.0,131308671.0,1074684.0,"1,102,985","38,959,591",830123390.0,"961,201,576",132.0,"644,972",287,32.0,"1,018,314",68.0,"40,613,139","6,969",,"2,886,987",,0,2023,3
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169,116.5,630373315.0,70400.0,"105,320,547",84.0,50938569.0,246731.0,"215,433","70,110,809",586454750.0,"207,483,261",95.0,"83,414",35,47.0,"9,094,602",112.0,"147,144,967","33,058","5,597,165","1,673,932",,0,2023,8
Circles,Circles,Post Malone,2019-08-30,USUM71915699,170,116.0,2481391466.0,332437.0,"124,491,320",80.0,1116323669.0,8490012.0,"83,111","26,892,604",273522601.0,"841,624,305",355.0,"1,015,731",413,311.0,"1,603,280",69.0,"448,494,186","212,174",,"13,634,519",,0,2019,8
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171,115.9,474590289.0,24891.0,"25,915,889",78.0,577930708.0,1569516.0,"136,500","32,754,141",509287649.0,"1,484,713,132",27.0,"15,783",215,22.0,"2,762,020",27.0,"44,676,754","9,094","774,895","1,173,817",,0,2023,8
About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172,115.6,847025688.0,104052.0,"47,808,065",66.0,106024874.0,1080393.0,"3,030,761","1,522,267,606",15665483220.0,"22,274,346",215.0,"1,024,138","2,826",143.0,"1,456,203",4.0,,,,"5,445,721",,1,2022,4
Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961.0,285381.0,"129,399,627",80.0,4086121880.0,22091228.0,"1,103,074","100,536,756",514053404.0,"467,800,052",385.0,"316,965",467,284.0,"838,570",78.0,"819,509,308","739,296",,"16,185,008",,0,2016,7
